央视频道,#genre#
埋堆堆13,http://mmitv.top/pltv/huya.php?id=23903123
埋堆堆14,http://mmitv.top/pltv/huya.php?id=23734183
埋堆堆15,http://mmitv.top/pltv/huya.php?id=23734256
埋堆堆16,http://mmitv.top/pltv/huya.php?id=23903183
埋堆堆17,http://mmitv.top/pltv/huya.php?id=23903196
埋堆堆18,http://mmitv.top/pltv/huya.php?id=23829543
埋堆堆19,http://mmitv.top/pltv/huya.php?id=23728674
埋堆堆20,http://mmitv.top/pltv/huya.php?id=23865036
埋堆堆21,http://mmitv.top/pltv/huya.php?id=23749083
埋堆堆22,http://mmitv.top/pltv/huya.php?id=23865164
埋堆堆23,http://mmitv.top/pltv/huya.php?id=23863818
埋堆堆24,http://mmitv.top/pltv/huya.php?id=23865058
埋堆堆25,http://mmitv.top/pltv/huya.php?id=23860049
埋堆堆26,http://mmitv.top/pltv/huya.php?id=23734246
埋堆堆27,http://mmitv.top/pltv/huya.php?id=23865161
埋堆堆28,http://mmitv.top/pltv/huya.php?id=23746486
埋堆堆29,http://mmitv.top/pltv/huya.php?id=23829447
埋堆堆30,http://mmitv.top/pltv/huya.php?id=23863778
埋堆堆31,http://mmitv.top/pltv/huya.php?id=23734176
埋堆堆32,http://mmitv.top/pltv/huya.php?id=23863796
埋堆堆33,http://mmitv.top/pltv/huya.php?id=23734211
埋堆堆34,http://mmitv.top/pltv/huya.php?id=23865179
埋堆堆35,http://mmitv.top/pltv/huya.php?id=23749068
埋堆堆36,http://mmitv.top/pltv/huya.php?id=23863787
埋堆堆37,http://mmitv.top/pltv/huya.php?id=23824164

💫周星驰经典,#genre#

大话西游之宝盒,https://hnzy.bfvvs.com/play/yb8qRLdv/index.m3u8

大话西游之宝盒,https://hnzy.bfvvs.com/play/Pdyr3ReQ/index.m3u8

大话西游之娶亲,https://vip.lz-cdn2.com/20220323/295_5da1424a/index.m3u8

大话西游之娶亲,https://jisu-xhzy.com/videos/202206/13/62a682b1a3799d319a021652/fbc119/index.m3u8

大话西游之娶亲,https://hnzy.bfvvs.com/play/DbDR3qel/index.m3u8

大话西游之娶亲,https://hnzy.bfvvs.com/play/Rb48MnbB/index.m3u8

九品芝麻官,https://alimov2.a.kwimgs.com/upic/2021/12/28/11/BMjAyMTEyMjgxMTIyMTJfNDAzMDAxOTlfNjM2NjgxODA5MTBfMF8z_b_B6a0bcfcdbdaac183fa7dcbcd3e11bcaf.mp4

九品芝麻官,https://jisu-xhzy.com/videos/202206/08/62a0fce94d69de3ed84a601e/e6460d/index.m3u8

九品芝麻官,https://jisu-xhzy.com/videos/202206/22/62b2f9bccc0dd930eda1e9bc/d1820f/index.m3u8

九品芝麻官,https://ukzy.ukubf4.com/20220407/CQI7owSE/index.m3u8

鹿鼎记,https://cdn.dalv666.top/a3u8/89b7b344969f211a05c4ef9ff0d50e9c.m3u8

鹿鼎记,https://v3.dious.cc/20220329/ELzhdaDW/index.m3u8

鹿鼎记,https://hnzy.bfvvs.com/play/PdyrY6eQ/index.m3u8

鹿鼎记2之神龙教,https://cdn.zoubuting.com/20220521/NMUgIjm3/index.m3u8

鹿鼎记2之神龙教,https://hnzy.bfvvs.com/play/1aKvlxeQ/index.m3u8

鹿鼎记2之神龙教,https://ukzy.ukubf4.com/20220404/gfSdtuvX/index.m3u8

武状元苏乞儿,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/2244/8d14b20a-3ef9-4b71-aae7-b4548b9a5a06/SD/playlist.m3u8

武状元苏乞儿,https://hnzy.bfvvs.com/play/5eVJ0MeE/index.m3u8

武状元苏乞儿,https://v5.dious.cc/20220329/L61d2J07/index.m3u8

算死草,https://yszy.wappt.top/api/?key=XhkH5hg74GyFfE3qqr3IZ55aNKZLmImBKplCZqvR%2FSkEhQ2c0h5kf4G8k5QKoF2yXbEvMpfgLyxGAlWr3wYkA2pUyPe8k1F8FjK9GqtsQ3fNUV2qCdI70WXISMI9%2BBqh%2FGBB7iKscATQTG%2F1fvwNocrUfCkHi8DztY%2Blhww4GHc%3D.m3u8

算死草,https://m2.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/a0ba49ba-87b8-41b4-8ad3-50b8fc26ffd8/38061/8e12e114-dec1-4711-b536-aebf54251761/SD/playlist.m3u8

算死草,https://s2.fsvod1.com/20220308/4vSGG1Wr/index.m3u8

审死官,https://aliyun.xr.dddz.me/Cache/d1b5b62890ff895d56b037c21c0d209c.m3u8

审死官,https://v3.dious.cc/20220329/j1ZuOAEs/index.m3u8

审死官,https://ukzy.ukubf4.com/20220407/OxgWrcNR/index.m3u8

唐伯虎点秋香,https://v3.cdtlas.com/20211209/C4V6zooj/index.m3u8

唐伯虎点秋香,https://jisu-xhzy.com/videos/202206/08/62a100241e44603e920b1a93/c5gb9d/index.m3u8

唐伯虎点秋香,https://ukzy.ukubf4.com/20220407/wnsgZzX9/index.m3u8

唐伯虎点秋香,https://v3.dious.cc/20220419/fgAtfUew/index.m3u8

功夫,https://hnzy.bfvvs.com/play/lej5zYdj/index.m3u8

功夫,https://ukzy.ukubf4.com/20220407/j3bjFWpb/index.m3u8

国产凌凌漆,https://ukzy.ukubf4.com/20220330/CVILs5nr/index.m3u8
国产凌凌漆,https://jisu-xhzy.com/videos/202206/08/62a0fdd0b11cac3eba3b00e0/e260eg/index.m3u8

少林足球,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/19505/9e9796da-37f4-4912-b0b2-f41973b5c93e/SD/playlist.m3u8

少林足球,https://hnzy.bfvvs.com/play/5eVn19eE/index.m3u8

赌侠,https://jisu-xhzy.com/videos/202206/13/62a687c8fa448e30b17bb2fd/c3cb23/index.m3u8

赌侠2[上海滩赌圣],https://yszy.wappt.top/api/?key=MqMVjP7KWXKRkxSmiZQQh1z8CKY0jYgtkvSj1iLcBlpuy83PjwkyWoJlug4TG8a0tzR%2BPoDDLRb2rf7SO6Z%2BPKvUY3VCHOef8e8cDTq85s9wkWlgjlbrjJWA7S%2FVCkfK2TwA4%2FwQF8HrxGomPpuVDqimUAhT4j75xo%2B%2BeIO7je8%3D.m3u8

赌侠2[上海滩赌圣],https://jisu-xhzy.com/videos/202206/08/62a0d942751b443e33f43d47/4489ab/index.m3u8

赌圣,https://yszy.wappt.top/api/?key=RTihRX5ftXtNCJTyGi5zqQjxbVcdoz%2B6xb7VZeJ%2F9vE5o5hPt3Pbaui2I4uu68sqQ4p1r%2FbiUnVBVLExqLl8eb6ko%2BIXKnf1QuUFfKSOzyN9s6EbzJ%2BZx2jv4ZGv4O98XtpKCLeSdJFi6h6mK%2FjB2dFi6b%2Fs6uC5p1Fo1OhBnCA%3D.m3u8

赌圣,https://jisu-xhzy.com/videos/202209/02/6311e6a858dd415a822292f4/5dc2ea/index.m3u8

情圣,https://cache50.cdanan.xyz/jianghu/vipqiyi/695cb05bc5388a2e79baa3e4ca859e3b.m3u8

破坏之王,https://v4.cdtlas.com/20220517/bKU3OCbP/index.m3u8

破坏之王,https://jisu-xhzy.com/videos/202206/09/62a15fc1aa30e13ea172a27b/g0acc4/index.m3u8

百变星君,https://jisu-xhzy.com/videos/202206/09/62a14c26b11cac3eba3b01ba/f9g6e3/index.m3u8

百变星君,https://hnzy.bfvvs.com/play/Pdy7yEaQ/index.m3u8

百变星君,https://hnzy.bfvvs.com/play/yb8WDgav/index.m3u8

长江七号,https://yszy.wappt.top/api/?key=B4sTSI5sDc%2Bk3tBynFmy7m4o8zjbYLF6F8HKI6hyTPoVTz0L1PgFvQYElkgsRK1eNa3S6l4%2FcJW2kvTnVpVckCkfKUARAb5vTc7DoyZVj2mH0ny17Dx8P46qGc8pQTVc7R1s2YAmK0kouCHFojPZZ4x1FsoQnd20hdVV04OCV1c%3D.m3u8

长江七号,https://jisu-xhzy.com/videos/202206/13/62a6ad3a21a1ee30ec790bfe/529b76/index.m3u8

长江七号,https://hnzy.bfvvs.com/play/1aKrOKGe/index.m3u8

逃学威龙,https://cdn.zoubuting.com/20220521/wR5EhxN3/index.m3u8

逃学威龙,https://jisu-xhzy.com/videos/202206/08/62a0ee40b11cac3eba3b0087/79c9e4/index.m3u8

逃学威龙,https://hnzy.bfvvs.com/play/YerYOWdO/index.m3u8

逃学威龙2,https://alimov2.a.kwimgs.com/upic/2021/12/28/16/BMjAyMTEyMjgxNjUxMzhfNDAzMDAxOTlfNjM2ODQ1ODYxNzhfMF8z_b_Ba5bdfedb34d432e906dbc401975d5387.mp4

逃学威龙2,https://jisu-xhzy.com/videos/202206/08/62a0ddfae5d9473e8bdf2371/b32b28/index.m3u8
逃学威龙2,https://hnzy.bfvvs.com/play/Rb49MkdB/index.m3u8

逃学威龙2,https://hnzy.bfvvs.com/play/PdymLgdQ/index.m3u8

逃学威龙3,https://cdn.zoubuting.com/20220521/fFsI8h3E/index.m3u8

逃学威龙3,https://jisu-xhzy.com/videos/202206/13/62a69fb777ee5b316ca15e31/4d4573/index.m3u8

逃学威龙3,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/3285/56078636-b0e7-491b-a09f-b1ee12ea2194/SD/playlist.m3u8

逃学威龙3,https://hnzy.bfvvs.com/play/5eVZ7zeE/index.m3u8

新精武门,https://v3.cdtlas.com/20220630/6q4VBXvv/index.m3u8

新精武门,https://yszy.wappt.top/api/?key=IHAK2Nxa4I314Rg6goV1sL8HdPpQlYwaYWxK23nntRm3%2BKcjmjKGMzcxitkFijqarE71Ci7e6LZUJUN%2FNyvMrNgBKQ2I96PjB7s8i5WK6ihXCr6y%2BOt0B5A0brKNYGlnlw2ezMrDvSiXPb5WK4EWT2KBVAFSkwTD%2Fl%2FG8mO%2FLVE%3D.m3u8

新精武门,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/16473/15ac76da-4ce8-4b20-b4af-e67d1cf1347e/SD/playlist.m3u8

食神,https://cdn.zoubuting.com/20220522/06EtJbxn/index.m3u8

食神,https://ukzy.ukubf4.com/20220407/dtaM5NLB/index.m3u8

食神,https://hnzy.bfvvs.com/play/5eVNkveE/index.m3u8

整蛊专家,https://jisu-xhzy.com/videos/202208/27/6309e008d08a1e594295c96f/f51a5c/index.m3u8

整蛊专家,https://s1.zoubuting.com/20220620/OFOUdTSD/index.m3u8

整蛊专家,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/1847/b2bc47a1-e46e-4a23-ae26-76e7bbd40b5b/SD/playlist.m3u8

咖喱辣椒,https://jisu-xhzy.com/videos/202209/02/6311e705e3a1ea59d41aa0c8/566722/index.m3u8

咖喱辣椒,https://yszy.wappt.top/api/?key=gCZ%2F69Eir5zbnHzzwN4bMUCW9zDwpcZy3o9KucCAejKjMBCFJusV1QJdchu5xdywcIFtSdLvPYCYbKVSWIZhTLy11QfkfaK%2Fps0GgpT0%2FRE9TK4sIOdTy6U2MazrjfPkxJpei79hvc7kIxAMsAbnkgu8MGe4kkKfG3pP4hiBdLQ%3D.m3u8

咖喱辣椒,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/9767/e8238b7f-0d26-45a4-bb4b-6c7399037a25/SD/playlist.m3u8

咖喱辣椒,https://ukzy.ukubf4.com/20220407/2mftU655/index.m3u8

非洲和尚,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/16481/80364472-9749-4ff7-ad0a-dbffc5232a5b/SD/playlist.m3u8

非洲和尚,https://cache50.cdanan.xyz/jianghu/vipqiyi/6859ee72886fc0f410d8a70d46937f3b.m3u8

最佳女婿,https://jisu-xhzy.com/videos/202206/13/62a6c7235fceb13111e048b6/dge319/index.m3u8

最佳女婿,https://yszy.wappt.top/api/?key=WRsYeTUzC3JUrkbUzSrJvYm7Yf1I70qFEhdQwS49OhmVXoY0HBCkqOXu7wZHt4dLRO2Z3cGw81%2FfZjUdN%2FMLK7qSOyP5SGZRM6mkB9cb%2FzZU4HgUo5kXdkXn0hdgSmSPGT9jU92AI4bULMyJLHCxKxJEKKV1znSdrVBNRKakvUo%3D.m3u8

无敌幸运星,https://yszy.wappt.top/api/?key=Xf7bAsf%2BAz4mzEDE9ZJA2a8RRc9hUDJvDCXUqNuRHgkYlbGIsHPYx1U3C6pWg%2B9VqRteO8E3ZKbKkYv2Nu3FgHTKClMndde2P6gmKp6jCTjiZ4%2BFe3FRDZFyr9tG2IgAz0pDbdYN4wduE99UpbtnQhb7pmqdaZxJiMCB3LO28mA%3D.m3u8

无敌幸运星,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/19407/dceb866e-7d87-4243-93a4-e12e3823371e/SD/playlist.m3u8

千王之王,https://jisu-xhzy.com/videos/202206/13/62a6cabbc2564232bfbd759c/ad2752/index.m3u8

千王之王,https://yszy.wappt.top/api/?key=Mgmclla6iiFupNMDqUvvKMrKmoax2nVbCAhSsj1DWjvKkqbQFzfnIBGyffILmiDxZjcHrqDDuHRX6ePHTzNPqSBxm00enCyrhwGRDM1mxgJYQ7iN9rZPSSep1yuY%2BWuhj0MmmWjCDaVHWM6ZzHEfWoanIWLZyTzl6MeUr9TkkAI%3D.m3u8

千王之王,https://hnzy.bfvvs.com/play/DbDvWnel/index.m3u8

千王之王,https://ukzy.ukubf4.com/20220331/8qlDdjip/index.m3u8

龙在天涯,https://yszy.wappt.top/api/?key=NETSo7xjJIBL4ZwtP%2FgN4rn%2B0LrTXYXF7jRgSS%2BS%2BtckKikbE8fqApgWOGkM3fNqi3NGpfstbSM1bOScw2TizNc1caq5g37i2WVyaZ9YAwe18RKQ%2FxOI3W5EZI0maKFHH64IStHk25BHIDOOtBhabAwNBs7qkgkox7Sj9NDrreQ%3D.m3u8

家有喜事,https://yszy.wappt.top/api/?key=LC64u6eKrB5hK9vZso1JPCJKnll1ybyfMoD9bVNEQVGCmiDdDqycwSyKKzx%2FbuZclc3S53PIcz2rogZj2nesin%2Bwl0COTtZkLzF8aTMuBzK1vBL01VhAoFju8uPnnsurH0tuHoAob%2ByyGeosZlSnC4aKC8cgSe50EHJXpBXkIRM%3D.m3u8
97家有喜事,https://ukzy.ukubf4.com/20220407/Ue4rNnif/index.m3u8
97家有喜事,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/16317/4afd8867-89b8-438b-834a-78d65b2d86c0/SD/playlist.m3u8

大内密探零零发,https://jisu-xhzy.com/videos/202206/12/62a57830f3a35f3684ff8e35/63f1cd/index.m3u8

大内密探零零发,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/10192/144a8934-7c85-432d-a825-35e34fb9f758/SD/playlist.m3u8

喜剧之王,https://s4.fsvod1.com/20220313/hVJIOKyR/index.m3u8

风雨同路,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/09e075a8-2f53-49d9-bb94-aae2cd0e1c73/20281/5001d6be-090b-487b-8fb7-e7fbd9f7cb17/SD/playlist.m3u8

风雨同路,https://s2.fsvod1.com/20220330/cNGUfzSe/index.m3u8

风雨同路,https://ukzy.ukubf4.com/20220408/cy7KQ4it/index.m3u8

风雨同路,https://v3.dious.cc/20220402/GquysVv9/index.m3u8

雌雄双辣,https://hnzy.bfvvs.com/play/QeZVR6ep/index.m3u8

望夫成龙,https://hnzy.bfvvs.com/play/YaOEOQdx/index.m3u8

望夫成龙,https://hnzy.bfvvs.com/play/QeZw58ap/index.m3u8

望夫成龙,https://ukzy.ukubf4.com/20220407/jEakalqL/index.m3u8

龙在天涯,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/09e075a8-2f53-49d9-bb94-aae2cd0e1c73/15312/7a8a0224-861f-4561-ad87-4e7d3b47eb71/SD/playlist.m3u8

济公,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/9015/e42ee6d2-eafd-46cb-9b3d-9364fe2cd79a/SD/playlist.m3u8

济公,https://hnzy.bfvvs.com/play/DbDZxyel/index.m3u8

行运一条龙,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/a0ba49ba-87b8-41b4-8ad3-50b8fc26ffd8/28041/61f521dd-b145-47f4-aeab-c0a249d0e705/SD/playlist.m3u8

霹雳先锋,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/19758/a540c005-6871-4279-b655-faaf1fef4161/SD/playlist.m3u8

霹雳先锋,https://ukzy.ukubf4.com/20220408/RUBcjzKq/index.m3u8

龙的传人,https://cache50.cdanan.xyz/jianghu/vipqiyi/4f2338cd668d2fc172a3c62cde0bfb15.m3u8

龙凤茶楼,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/a0ba49ba-87b8-41b4-8ad3-50b8fc26ffd8/15528/578ffbb7-52ba-4d5b-8259-a980d2c2b9d8/SD/playlist.m3u8

师兄撞鬼,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/351/89c44330-a837-4c2c-9d02-e3760822a9f9/SD/playlist.m3u8

师兄撞鬼,https://ukzy.ukubf4.com/20220407/VEDHd72z/index.m3u8

师兄撞鬼,https://v3.dious.cc/20220329/VxLeWBv1/index.m3u8

🇨🇳百视通,#genre#
CCTV1,https://bestv.jqlover01.repl.co/bestv.php?id=cctv1hd8m/8000000
CCTV2,https://bestv.jqlover01.repl.co/bestv.php?id=cctv2hd8m/8000000
CCTV3,https://bestv.jqlover01.repl.co/bestv.php?id=cctv38m/8000000
CCTV4,https://bestv.jqlover01.repl.co/bestv.php?id=cctv4hd8m/8000000
CCTV5,https://bestv.jqlover01.repl.co/bestv.php?id=cctv58m/8000000
CCTV5+,https://bestv.jqlover01.repl.co/bestv.php?id=cctv5phd8m/8000000
CCTV6,https://bestv.jqlover01.repl.co/bestv.php?id=cctv6hd8m/8000000
CCTV7,https://bestv.jqlover01.repl.co/bestv.php?id=cctv7hd8m/8000000
CCTV8,https://bestv.jqlover01.repl.co/bestv.php?id=cctv8hd8m/8000000
CCTV9,https://bestv.jqlover01.repl.co/bestv.php?id=cctv9hd8m/8000000
CCTV10,https://bestv.jqlover01.repl.co/bestv.php?id=cctv10hd8m/8000000
CCTV11,https://bestv.jqlover01.repl.co/bestv.php?id=cctv11hd8m/8000000
CCTV12,https://bestv.jqlover01.repl.co/bestv.php?id=cctv12hd8m/8000000
CCTV13,https://bestv.jqlover01.repl.co/bestv.php?id=cctv13xwhd8m/8000000
CCTV14,https://bestv.jqlover01.repl.co/bestv.php?id=cctvsehd8m/8000000
CCTV15,https://bestv.jqlover01.repl.co/bestv.php?id=cctv15hd8m/8000000
CCTV16,https://bestv.jqlover01.repl.co/bestv.php?id=cctv16hd8m/8000000
CCTV17,https://bestv.jqlover01.repl.co/bestv.php?id=cctv17hd8m/8000000
CCTV16-4K,https://bestv.jqlover01.repl.co/bestv.php?id=cctv16hd4k/15000000
CCTV-4K,https://bestv.jqlover01.repl.co/bestv.php?id=cctv4k/15000000
欢笑剧场4k,https://bestv.jqlover01.repl.co/bestv.php?id=hxjc4k/15000000
江苏卫视,https://bestv.jqlover01.repl.co/bestv.php?id=jswshd8m/8000000
广西卫视,https://bestv.jqlover01.repl.co/bestv.php?id=gxwshd8m/8000000
四川卫视,https://bestv.jqlover01.repl.co/bestv.php?id=scwshd/8000000
湖南卫视,https://bestv.jqlover01.repl.co/bestv.php?id=hunanwshd8m/8000000
浙江卫视,https://bestv.jqlover01.repl.co/bestv.php?id=zjwshd8m/8000000
东方卫视,https://bestv.jqlover01.repl.co/bestv.php?id=dfwshd8m/8000000
北京卫视,https://bestv.jqlover01.repl.co/bestv.php?id=bjwshd8m/8000000
天津卫视,https://bestv.jqlover01.repl.co/bestv.php?id=tjwshd8m/8000000
辽宁卫视,https://bestv.jqlover01.repl.co/bestv.php?id=lnwshd8m/8000000
安徽卫视,https://bestv.jqlover01.repl.co/bestv.php?id=ahwshd8m/8000000
黑龙江卫视,https://bestv.jqlover01.repl.co/bestv.php?id=hljwshd8m/8000000
广东卫视,https://bestv.jqlover01.repl.co/bestv.php?id=gdwshd8m/8000000
深圳卫视,https://bestv.jqlover01.repl.co/bestv.php?id=szwshd8m/8000000
湖北卫视,https://bestv.jqlover01.repl.co/bestv.php?id=hubeiws8m/8000000
吉林卫视,https://bestv.jqlover01.repl.co/bestv.php?id=jlwshd8m/8000000
山东卫视,https://bestv.jqlover01.repl.co/bestv.php?id=sdws8m/8000000
江西卫视,https://bestv.jqlover01.repl.co/bestv.php?id=jxws8m/8000000
河南卫视,https://bestv.jqlover01.repl.co/bestv.php?id=hnwshd8m/8000000
河北卫视,https://bestv.jqlover01.repl.co/bestv.php?id=hbwshd8m/8000000
甘肃卫视,https://bestv.jqlover01.repl.co/bestv.php?id=gswshd8m/8000000
重庆卫视,https://bestv.jqlover01.repl.co/bestv.php?id=cqws8m/8000000
东南卫视,https://bestv.jqlover01.repl.co/bestv.php?id=dnwshd8m/8000000
云南卫视,https://bestv.jqlover01.repl.co/bestv.php?id=ynwshd8m/8000000
贵州卫视,https://bestv.jqlover01.repl.co/bestv.php?id=gzwshd8m/8000000
海南卫视,https://bestv.jqlover01.repl.co/bestv.php?id=hainanwshd8m/8000000
欢笑剧场,https://bestv.jqlover01.repl.co/bestv.php?id=hxjc8m/8000000
快乐垂钓,https://bestv.jqlover01.repl.co/bestv.php?id=klcd8m/8000000
金鹰纪实,https://bestv.jqlover01.repl.co/bestv.php?id=jyjs8m/8000000
戏曲精选,https://bestv.jqlover01.repl.co/bestv.php?id=xqjx8m/8000000
上海第一财经,https://bestv.jqlover01.repl.co/bestv.php?id=dycjhd8m/8000000
上视新闻,https://bestv.jqlover01.repl.co/bestv.php?id=xwzhhd8m/8000000
上海都市,https://bestv.jqlover01.repl.co/bestv.php?id=dshd8m/8000000
上海纪实,https://bestv.jqlover01.repl.co/bestv.php?id=jspdhd/4000000
东方影视,https://bestv.jqlover01.repl.co/bestv.php?id=dfyshd8m/8000000
五星体育,https://bestv.jqlover01.repl.co/bestv.php?id=wxtyhd8m/8000000
上视外语,https://bestv.jqlover01.repl.co/bestv.php?id=icshd8m/8000000
七彩戏剧,https://bestv.jqlover01.repl.co/bestv.php?id=qcxjhd8m/8000000
上海教育,https://bestv.jqlover01.repl.co/bestv.php?id=setvhd/8000000
全纪实,https://bestv.jqlover01.repl.co/bestv.php?id=qjshd8m/8000000
生活时尚,https://bestv.jqlover01.repl.co/bestv.php?id=shss8m/8000000
新视觉,https://bestv.jqlover01.repl.co/bestv.php?id=xsjhd8m/8000000
游戏风云,https://bestv.jqlover01.repl.co/bestv.php?id=yxfy8m/8000000
热门综艺,https://bestv.jqlover01.repl.co/bestv.php?id=rmzy8m/8000000
超级体育,https://bestv.jqlover01.repl.co/bestv.php?id=qcsj8m/8000000
健康养生,https://bestv.jqlover01.repl.co/bestv.php?id=jkys8m/8000000
百变课堂,https://bestv.jqlover01.repl.co/bestv.php?id=bbkt8m/8000000
看天下精选,https://bestv.jqlover01.repl.co/bestv.php?id=ktxjx8m/8000000
华语影院,https://bestv.jqlover01.repl.co/bestv.php?id=hyyy8m/8000000
电竞天堂,https://bestv.jqlover01.repl.co/bestv.php?id=djtt8m/8000000
青春动漫,https://bestv.jqlover01.repl.co/bestv.php?id=qcdm8m/8000000
宝宝动画,https://bestv.jqlover01.repl.co/bestv.php?id=bbdh8m/8000000
星光影院,https://bestv.jqlover01.repl.co/bestv.php?id=xgyy8m/8000000
谍战剧场,https://bestv.jqlover01.repl.co/bestv.php?id=dzjc8m/8000000
全球大片,https://bestv.jqlover01.repl.co/bestv.php?id=qqdp8m/8000000
热门剧场,https://bestv.jqlover01.repl.co/bestv.php?id=rmjc8m/8000000
陶瓷高清,https://bestv.jqlover01.repl.co/bestv.php?id=taocihd/8000000
中国教育-1,https://bestv.jqlover01.repl.co/bestv.php?id=zgjy1t8m/8000000
中国教育-4,https://bestv.jqlover01.repl.co/bestv.php?id=zgjy4hd8m/8000000
卡酷少儿,https://bestv.jqlover01.repl.co/bestv.php?id=kkse8m/8000000
纪实科教,https://bestv.jqlover01.repl.co/bestv.php?id=dajs8m/8000000
茶频道,https://bestv.jqlover01.repl.co/bestv.php?id=cpdhdavs8m/8000000
足球高清,https://bestv.jqlover01.repl.co/bestv.php?id=zqpd8m/8000000
炫动卡通,https://bestv.jqlover01.repl.co/bestv.php?id=hhxd8m/8000000
东方财经,https://bestv.jqlover01.repl.co/bestv.php?id=dfcjhd8m/8000000
都市剧场,https://bestv.jqlover01.repl.co/bestv.php?id=dsjc8m/8000000
动漫秀场,https://bestv.jqlover01.repl.co/bestv.php?id=dmxc8m/8000000
法治天地,https://bestv.jqlover01.repl.co/bestv.php?id=fztd8m/8000000
魅力足球,https://bestv.jqlover01.repl.co/bestv.php?id=mlyyhd8m/8000000


🇨🇳网络频道,#genre#
NewTv超级电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTv超级电视剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTv超级体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTv超级综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTv金牌综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTv东北热剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTv精品萌宠,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
NewTv哒啵电竞,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226951/index.m3u8
NewTv哒啵赛事,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
NewTv欢乐剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTv黑莓动画,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
NewTv黑莓电影,http://[2409:8087:2001:20:2800:0:df6e:eb04]/ott.mobaibox.com/PLTV/3/224/3221225567/index.m3u8
NewTv潮妈辣婆,http://[2409:8087:2001:20:2800:0:df6e:eb19]/wh7f454c46tw1705588260_46164741/ott.mobaibox.com/PLTV/3/224/3221227527/index.m3u8
